id,campaign,clients,service_type,goal,remaining,desired_daily,url,start_date,status,confirm_start_date,ask_for_access,ask_client_for_yt_ss,views_stalled,paid_r,sale_price,invoice,comments,in_fixer,client_notes,created_at,updated_at
510,,Atlantic Records (Kyle),WW Display,50000,0,,https://www.youtube.com/watch?v=KnGSVIZGkQo,9/13/2024,Complete,,,,,Yes,$500,Paid,https://docs.google.com/spreadsheets/d/1X5PEXjXD1R8IGFysym7f3L5HkbTOGxEJLvkXhWkRbVM,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
511,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=7Vkk8bXlVdg,9/13/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1q63Jo0YBoCSEOgDM0Zu19piOd3I_TVEcx951XztdF28,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
512,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=7Vkk8bXlVdg,9/13/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1q63Jo0YBoCSEOgDM0Zu19piOd3I_TVEcx951XztdF28,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
513,,Priime,WW Display,20000,0,,https://www.youtube.com/watch?v=d37o-vARXjk,9/13/2024,Complete,,,,checked,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1Qc9qAKKFnihV--8mBWwR7m9z-FOC0hMrpvLeviQfv90,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
514,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=y_yx2OiTQdg,9/13/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1HOqj4LU-_Ota5w9ZpSNUAWB_7h16WAONUHo4orRqAJ0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
515,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=y_yx2OiTQdg,9/13/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1HOqj4LU-_Ota5w9ZpSNUAWB_7h16WAONUHo4orRqAJ0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
516,,Goodtalk,WW Website Ads,136000,0,,https://youtu.be/hGSZ1dghoSk,9/10/2024,Complete,,,,,Yes,$544,Paid,N/A,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
517,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=jiETGfzHsFw,9/9/2024,Complete,,,,,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1sU8Vs-j_0dMOa9AWNWPne4SpwpsG879h81o93D3u8dk/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
518,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=jiETGfzHsFw,9/9/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1sU8Vs-j_0dMOa9AWNWPne4SpwpsG879h81o93D3u8dk/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
519,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=AbSsCKjJdRA,9/9/2024,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1dwz7GUwXbuH-Sn5Ms-DBYXqlr893KktXQb2C0wFiTYw/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
520,,Dim Mak,WW Display,25000,0,,https://www.youtube.com/watch?v=AbSsCKjJdRA,9/9/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1dwz7GUwXbuH-Sn5Ms-DBYXqlr893KktXQb2C0wFiTYw/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
521,,Dim Mak,US Website Ads,15000,0,,https://www.youtube.com/watch?v=NXxiAqQw3EI,9/9/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1Ej-W8AdxGeI4ZPkouERqz0WFRh-lRCM6TmsXW-WSa08/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
522,,Dim Mak,WW Display,35000,0,,https://www.youtube.com/watch?v=NXxiAqQw3EI,9/9/2024,Complete,,,,,Yes,$350,Paid,https://docs.google.com/spreadsheets/d/1Ej-W8AdxGeI4ZPkouERqz0WFRh-lRCM6TmsXW-WSa08/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
523,,Create Music Group,US Website,15000,0,,https://www.youtube.com/watch?v=kOWqpYLBd4Q,9/6/2024,Complete,,,,,Yes,$220,Paid,https://docs.google.com/spreadsheets/d/1uMqaHqfMG-pxrwgO-xPXX4tOm3rSuD4HUZZPG0G2W_U/edit?usp=sharing,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
524,,Create Music Group,WW Display,50000,0,,https://www.youtube.com/watch?v=kOWqpYLBd4Q,9/6/2024,Complete,,,,,Yes,$570,Paid,https://docs.google.com/spreadsheets/d/1uMqaHqfMG-pxrwgO-xPXX4tOm3rSuD4HUZZPG0G2W_U/edit?usp=sharing,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
525,,Goodtalk,WW Website,100000,0,,https://youtu.be/CcM9GguCVro,9/3/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1qQqJTN8GXNniILgY6Gezg_IOi5z2EJpP_oYdHT72u_o/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
526,,Shalizi Group,WW Display,90000,90000,,TBD,9/1/2024,Cancelled,,,,,Yes,$600,Paid,N/A,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
527,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=v0-cFxQ8mFw,8/30/2024,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/12FypxpLcaSlN9yNvhKrH3IMawdTvVrojm5_KSth8AqM/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
528,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=v0-cFxQ8mFw,8/30/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/12FypxpLcaSlN9yNvhKrH3IMawdTvVrojm5_KSth8AqM/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
529,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=i9bDXr0y7Ms,8/30/2024,Complete,,,,checked,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/14CI2iNjVTYo5G9F94vhd9GB8L0j49wiIDQHhfP67V5s/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
530,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=i9bDXr0y7Ms,8/30/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/14CI2iNjVTYo5G9F94vhd9GB8L0j49wiIDQHhfP67V5s/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
531,,Rae Stacks,WW Display,80000,0,,https://www.youtube.com/watch?v=819Y4Q8dxhs,8/27/2024,Complete,,,,,Yes,$800,Paid,https://docs.google.com/spreadsheets/d/1mWkKLb8cqQnleuC9sbwudhJBMBmDRk7q-D8UxAt2Ewc,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
532,,Rae Stacks,US Website,20000,0,,https://www.youtube.com/watch?v=819Y4Q8dxhs,8/27/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1mWkKLb8cqQnleuC9sbwudhJBMBmDRk7q-D8UxAt2Ewc,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
533,,Shalizi Group,US Website,10000,0,,https://www.youtube.com/watch?v=2IKnevfbg-Q,8/27/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1y_BQl1yiWYGSkDh_DcnG9Cuk1hktLwPQuHzHo5BPaLE/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
534,,Shalizi Group,WW Display,40000,0,,https://www.youtube.com/watch?v=2IKnevfbg-Q,8/27/2024,Complete,,,,checked,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/1y_BQl1yiWYGSkDh_DcnG9Cuk1hktLwPQuHzHo5BPaLE/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
535,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=xTqq16af68w,8/23/2024,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1xdNTrgbEHPO3BnGIc47WKJFrwqkUUoL8SXwzWIxYZNI/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
536,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=xTqq16af68w,8/23/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1xdNTrgbEHPO3BnGIc47WKJFrwqkUUoL8SXwzWIxYZNI/edit?gid=0#gid=0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
537,,Atlantic Records (Adam),US Website,5000,0,,https://www.youtube.com/watch?v=yc0FqEuNUwY,8/23/2024,Complete,,,,,Yes,$55,Paid,https://docs.google.com/spreadsheets/d/13eRYWJwPeNk6yb2wWPfgnU42Lo0Y7AR4Mzg_WcYZsRg,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
538,,Atlantic Records (Adam),WW Display,22000,0,,https://www.youtube.com/watch?v=yc0FqEuNUwY,8/23/2024,Complete,,,,,Yes,$195,Paid,https://docs.google.com/spreadsheets/d/13eRYWJwPeNk6yb2wWPfgnU42Lo0Y7AR4Mzg_WcYZsRg,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
539,,Leona Naess,WW Display,25000,0,,https://www.youtube.com/watch?v=tCpwywxebOw,8/23/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1yyQGlT_KPV8oMTxdAjFCtj-I3mXJXxdr6KKtlXne-PA,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
540,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=RO8GcMugGnA,8/23/2024,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1cfWAp6Ickjw8y9qzV_W3viZGryXEcca7HkVfRda_ft0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
541,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=RO8GcMugGnA,8/23/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1cfWAp6Ickjw8y9qzV_W3viZGryXEcca7HkVfRda_ft0,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
542,,Shalizi Group,US Website,80000,-31000,,https://www.youtube.com/watch?v=CW60SlT0bUI,8/21/2024,Complete,,,,checked,Yes,$330,Paid,https://docs.google.com/spreadsheets/d/1G56Z6RmJ9fYXLGj-1TVSik9yJr1ut9pdx24oXtLsR9E/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
543,,Shalizi Group,LATAM Website,100000,0,,https://www.youtube.com/watch?v=CW60SlT0bUI,8/21/2024,Complete,,,,,Yes,$1080,Paid,https://docs.google.com/spreadsheets/d/1G56Z6RmJ9fYXLGj-1TVSik9yJr1ut9pdx24oXtLsR9E/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
544,,Shalizi Group,EUR Website,35000,0,,https://www.youtube.com/watch?v=CW60SlT0bUI,8/21/2024,Complete,,,,,Yes,$590,Paid,https://docs.google.com/spreadsheets/d/1G56Z6RmJ9fYXLGj-1TVSik9yJr1ut9pdx24oXtLsR9E/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
545,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=ABaUwbTY_0I,8/20/2024,Complete,checked,,,,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1669ZRRrPUc2MRJ9vhnMrKFy43HNIvRHLf_egFTkZgEM/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
546,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=ABaUwbTY_0I,8/20/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1669ZRRrPUc2MRJ9vhnMrKFy43HNIvRHLf_egFTkZgEM/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
547,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=vBLemHB9YZ4,8/20/2024,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1kKI8sE88urfygnhrC-lZdJVs2yNOMdyMP1JQur17g6E/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
548,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=vBLemHB9YZ4,8/20/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1kKI8sE88urfygnhrC-lZdJVs2yNOMdyMP1JQur17g6E/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
549,,Dim Mak,US Website,10000,0,,https://www.youtube.com/watch?v=l4xfAFz13fY,8/20/2024,Complete,,,,checked,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1USncFbT4pFx2ct7qG7UzymD1bcL4D8ywHZQlOfimOVg/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
550,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=l4xfAFz13fY,8/20/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1USncFbT4pFx2ct7qG7UzymD1bcL4D8ywHZQlOfimOVg/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
551,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=E8HP56EHpjI,8/12/2024,Complete,,,,,Yes,$125,Paid,https://docs.google.com/spreadsheets/d/1uWTCuEjWgJLrjszc5RMtIbZ6Qcklib_TxYoQ860fIoU/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
552,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=E8HP56EHpjI,8/12/2024,Complete,,,,,Yes,$175,Paid,https://docs.google.com/spreadsheets/d/1uWTCuEjWgJLrjszc5RMtIbZ6Qcklib_TxYoQ860fIoU/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
553,,Dim Mak,US Website Ads,15000,0,,https://www.youtube.com/watch?v=p9maPdUMu-8,8/12/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/19oOQkN1kSfZe6Ux9V0EobP1WB_WaVhrLrtKcCBauBdQ/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
554,,Dim Mak,WW Display,35000,0,,https://www.youtube.com/watch?v=p9maPdUMu-8,8/12/2024,Complete,,,,,Yes,$350,Paid,https://docs.google.com/spreadsheets/d/19oOQkN1kSfZe6Ux9V0EobP1WB_WaVhrLrtKcCBauBdQ/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
555,,Medium Rare,WW Display,50000,0,,https://www.youtube.com/watch?v=MnvOwjZPOCM,8/8/2024,Complete,,,,,Yes,$400,Paid,https://docs.google.com/spreadsheets/d/12lydEGKd_AG_jfOAYxZmWITHTzMHy9q57HqQibTwjBQ/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
556,,Medium Rare,US Website Ads,75000,0,,https://www.youtube.com/watch?v=MnvOwjZPOCM,8/8/2024,Complete,,,,,Yes,$750,Paid,https://docs.google.com/spreadsheets/d/12lydEGKd_AG_jfOAYxZmWITHTzMHy9q57HqQibTwjBQ/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
557,,Medium Rare,CUSTOM,450000,0,,https://www.youtube.com/watch?v=MnvOwjZPOCM,8/8/2024,Complete,,,,,Yes,$3850,Paid,https://docs.google.com/spreadsheets/d/12lydEGKd_AG_jfOAYxZmWITHTzMHy9q57HqQibTwjBQ/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
558,,Create Music Group,LATAM Website,225000,0,,https://www.youtube.com/watch?v=31kzzFxZ5ps,8/8/2024,Cancelled,,,,,Yes,$1500,Paid,https://docs.google.com/spreadsheets/d/1TkO3BkDhYjuaCTG0m0o1r8ju9JAV_BerUZZRps8qdAE/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
559,,Planet Zuzy,WW Website Ads,25000,0,,https://www.youtube.com/watch?v=w1LFiBK5qko&pp=ygUYUGxhbmV0IFp1enkgb24gdGhlIHJhZGFy,8/6/2024,Complete,,,,,Yes,$80,Paid,https://docs.google.com/spreadsheets/d/1Kmf6wRrktLPka8LES_QSOmrbfGn-KaFuEcPyHF2WH70/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
560,,TMRRW,WW Display,15000,0,,https://www.youtube.com/watch?v=7NexaO7wElM,8/5/2024,Complete,,,,,Yes,$150,Paid,https://docs.google.com/spreadsheets/d/1WogNh2yNut3nrtstebihszrWE0fZ66scO-9mNKYq02E/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
561,,Shalizi Group,WW Display,80000,0,,https://www.youtube.com/watch?v=lgOw2FkJA6o,8/5/2024,Complete,,,,,Yes,$750,Paid,https://docs.google.com/spreadsheets/d/1d_qWOH-aGoBhGC6quh6NmB6xNel3Es2qjSpIf1BnGeo,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
562,,Shalizi Group,LATAM Website,20000,0,,https://www.youtube.com/watch?v=jemUULyyXXw,8/4/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1bck4LIZozr4kdXhZZmznbWMERb39c_ewxqZESzbZ-xs,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
563,,Shalizi Group,US Website Ads,25000,0,,https://www.youtube.com/watch?v=jemUULyyXXw,8/4/2024,Complete,,,,,Yes,$250,Paid,https://docs.google.com/spreadsheets/d/1bck4LIZozr4kdXhZZmznbWMERb39c_ewxqZESzbZ-xs,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
564,,Shalizi Group,WW Website Ads,100000,0,,https://www.youtube.com/watch?v=jemUULyyXXw,8/4/2024,Complete,,,,,Yes,$1000,Paid,https://docs.google.com/spreadsheets/d/1bck4LIZozr4kdXhZZmznbWMERb39c_ewxqZESzbZ-xs,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
565,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=4KzrAHoeWws,8/2/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/143q9yEXRCse5u_6zlrDMQBLKJJ_jePSJROwaN7O9MzY,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
566,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=4KzrAHoeWws,8/2/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/143q9yEXRCse5u_6zlrDMQBLKJJ_jePSJROwaN7O9MzY,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
567,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=AxxS_VG_Nh8,8/2/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1jiFLN2Y0dXU-ZghnGEOX1PW55DqkRmyzN26uMVtP1gY,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
568,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=AxxS_VG_Nh8,8/2/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1jiFLN2Y0dXU-ZghnGEOX1PW55DqkRmyzN26uMVtP1gY,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
569,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=9ql3AA3uRsc,7/26/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1Jmq8xb5OG5WHRrXYFOx2pqgv1d8WQT1xrK03LH7WwwU,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
570,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=9ql3AA3uRsc,7/26/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1Jmq8xb5OG5WHRrXYFOx2pqgv1d8WQT1xrK03LH7WwwU,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
571,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=HW6tC0a038k,7/26/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1dRJe0Q90N5O8O0o6r3_omKJ47pUk19cCydLTk-EXC-w,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
572,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=HW6tC0a038k,7/26/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1dRJe0Q90N5O8O0o6r3_omKJ47pUk19cCydLTk-EXC-w,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
573,,Goodtalk,WW Display,50000,0,,https://www.youtube.com/watch?v=ucQ8YY6hZ0w,7/25/2024,Complete,,,,,Yes,$450,Yes,https://docs.google.com/spreadsheets/d/1_2QMpRGN9C1o9aBTriTO-CHO16MAV95OxwCUMbu0TQ4,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
574,,Goodtalk,WW Website Ads,50000,0,,https://www.youtube.com/watch?v=ucQ8YY6hZ0w,7/25/2024,Complete,,,,,Yes,$250,Yes,https://docs.google.com/spreadsheets/d/1_2QMpRGN9C1o9aBTriTO-CHO16MAV95OxwCUMbu0TQ4,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
575,,Maria Lyons,US Website Ads,20000,0,,https://www.youtube.com/watch?v=00o3lgRotBI,7/22/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1i4Wb6QYHhmxLtJfp9zrhxEuvfInCSX6GeJRgFxYH1Rk/edit,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
576,,Maria Lyons,WW Display,100000,0,,https://www.youtube.com/watch?v=00o3lgRotBI,7/22/2024,Complete,,,,,Yes,$900,Paid,https://docs.google.com/spreadsheets/d/1i4Wb6QYHhmxLtJfp9zrhxEuvfInCSX6GeJRgFxYH1Rk/edit,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
577,,Dim Mak,US Website Ads,10000,0,,https://www.youtube.com/watch?v=w8NdhODWa6k&feature=youtu.be,7/21/2024,Complete,,,,,Yes,$100,Paid,https://docs.google.com/spreadsheets/d/1spNJiiwuer-wXl3zZvCaMfVAEuUkGDTUu6QZqmrMwKo/edit?usp=sharing,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
578,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=w8NdhODWa6k&feature=youtu.be,7/21/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1spNJiiwuer-wXl3zZvCaMfVAEuUkGDTUu6QZqmrMwKo/edit?usp=sharing,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
579,,Dim Mak,WW Display,7500,0,,https://www.youtube.com/watch?v=Mu_gPcgN5pY&feature=youtu.be,7/18/2024,Complete,,,,,Yes,$50,Paid,https://docs.google.com/spreadsheets/d/1Mmsp0VTo3ndLjz9gYxcawRymskZmUmKRY7iCm5JSK-M/edit?gid=0#gid=0,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
580,,Shalizi Group,WW Display,30000,0,,https://www.youtube.com/watch?v=BHTIMgQM5UM,7/17/2024,Complete,,,,,Yes,$300,Paid,https://docs.google.com/spreadsheets/d/1Yn3gAsieJNMHRdJoszy0I8XY6S3Rengr9Nd9jCNEKwU/edit?usp=sharing,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
581,,Phuture Collective,WW Display,10000,0,,https://www.youtube.com/watch?v=vacUyBB1EVI&feature=youtu.be,7/17/2024,Complete,,,,,Yes,$100,Paid,Songbird- Sterfry YT Comments,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
582,,Phuture Collective,WW Website Ads,10000,0,,https://www.youtube.com/watch?v=vacUyBB1EVI&feature=youtu.be,7/17/2024,Complete,,,,,Yes,$100,Paid,Songbird- Sterfry YT Comments,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
583,,Dim Mak,CUSTOM,20000,0,,https://www.youtube.com/watch?v=uTxR8ng58R0,7/16/2024,Complete,,,,,Yes,$200,N/A,https://docs.google.com/spreadsheets/d/15LTf7HIQqmFYocbWlMBO5dhpneqYos1eMqxURjpHQkg/edit?gid=336358558#gid=336358558,,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
584,,Dim Mak,WW Display,20000,0,,https://www.youtube.com/watch?v=jHjY8BF9SRs,7/12/2024,Complete,,,,,Yes,$200,Paid,https://docs.google.com/spreadsheets/d/1-F3wfO6obP6BYxAG-8WOypCk8Vg5LrioLT9jUKkQzvY/edit?usp=sharing,checked,,2025-09-23T21:39:18.919739+00:00,2025-09-23T21:39:18.919739+00:00
